cod;code;group;name_en;name;energy;protein;carbs;fat;nonSaturatedFat;saturatedFat;sugar;fiber;cholesterol;potassium;sodium;salt;fresh;allergens
6106;6106;4;Beef, eye of round, raw;Carne de res, ojo de bife, crudo;111;22,9;0,38;2,02;0,89;0,73;0,5;0;0;0;60,2;0,15;TRUE;[]
6211;6211;4;Beef, flank steak, grilled/pan-fried;Carne de res, filete de falda, a la parrilla/frito en sartén;162;25;0;6,94;3,18;2,73;0;0;53;0;0;0;TRUE;[]
6212;6212;4;Beef, flank steak, raw;Carne de res, filete de costado, crudo;133;20,4;0;5,67;2,57;2,2;0;0;65;328;34,4;0,085;TRUE;[]
6259;6259;4;Beef, ground, cooked (average);Carne de res, molida, cocida (promedio);231;23,8;0,0018;15,1;7,13;6,65;0;0;77,5;321;82,2;0,21;TRUE;[]
6205;6205;4;Beef, hanger steak, grilled;Carne de res, filete de solomillo, a la parrilla;171;23;0;8,8;5,412571;3,365207;0;0;76;0;0;0;TRUE;[]
6204;6204;4;Beef, hanger steak, raw;Carne de res, filete de solomillo, crudo;138;19,9;0,62;6,18;2,53;2,76;0,5;0;0;0;70,9;0,18;TRUE;[]
6151;6151;4;Beef, knuckle, boiled/cooked in water;Carne de res, nudillo, hervido/cocido en agua;161;31;0;4,1;1,84;1,13;0;0;50;0;0;0;TRUE;[]
6150;6150;4;Beef, knuckle, raw;Carne de res, nudillo, crudo;122;20,9;0;4,25;1,58;1,22;0;0;59;363;54;0,14;TRUE;[]
25163;25163;4;Beef, meat balls, cooked;Carne de res, albóndigas, cocidas;217;18,5;5,65;13,3;5,38;4,88;2;0,63;37;326;452;1,13;TRUE;[]
6253;6253;4;Beef, minced steak, 10% fat, cooked;Carne de res, filete picado, 10% de grasa, cocido;210;26,1;0;11,8;5,36;4,63;0;0;88;333;68;0,17;TRUE;[]
6252;6252;4;Beef, minced steak, 10% fat, raw;Carne de res, filete picado, 10% de grasa, crudo;171;20;0,05;10,1;4,96;2,88;0;0;65;321;64,7;0,16;TRUE;[]
6255;6255;4;Beef, minced steak, 15% fat, cooked;Carne de res, filete picado, 15% de grasa, cocido;239;23,6;0;16,1;7,58;7,08;0;0;76,3;318;84,3;0,21;TRUE;[]
6254;6254;4;Beef, minced steak, 15% fat, raw;Carne de res, filete picado, 15% de grasa, crudo;209;20,2;0,47;14,1;6,61;5,71;0;0;67;302;41,7;0,1;TRUE;[]
6257;6257;4;Beef, minced steak, 20% fat, cooked;Carne de res, filete picado, 20% de grasa, cocido;265;23;0,14;19,2;8,42;8,14;0;0;76,4;304;75;0,19;TRUE;[]
6256;6256;4;Beef, minced steak, 20% fat, raw;Carne de res, filete picado, 20% de grasa, crudo;249;17,3;0;20;9,37;7,99;0;0;71;270;64;0,16;TRUE;[]
6251;6251;4;Beef, minced steak, 5% fat, cooked;Carne de res, filete picado, 5% de grasa, cocido;155;25,5;0;5,85;2,9;2,67;0;0;88;347;65;0,16;TRUE;[]
6250;6250;4;Beef, minced steak, 5% fat, raw;Carne de res, filete picado, 5% de grasa, crudo;130;21,9;0,3;4,59;2,16;1,64;0;0;62;353;37,8;0,097;TRUE;[]
6241;6241;4;Beef, neck, braised;Carne de res, cuello, estofado;184;33;0;5,8;2,36;1,97;0;0;59;0;0;0;TRUE;[]
6240;6240;4;Beef, neck, raw;Carne de res, cuello, crudo;198;20,1;0,78;12,7;5,96;5,41;0,5;0;0;0;67,5;0,17;TRUE;[]
6310;6310;4;Beef, oxtail, boiled/cooked in water;Carne de res, rabo, hervido/cocido en agua;196;28;0;9,3;4,61;3,72;0;0;82;0;0;0;TRUE;[]
6311;6311;4;Beef, oxtail, raw;Carne de res, rabo, crudo;203;21,5;0,23;12,9;7,18;4,41;0,5;0;0;0;111;0,28;TRUE;[]
6100;6100;4;Beef, rib steak, lean, grilled/pan-fried;Carne de res, filete de costilla, magro, a la parrilla/frito en sartén;198;25,5;0,1;10,7;4,46;4,75;0;0;45;279;58;0,15;TRUE;[]
6103;6103;4;Beef, rib steak, raw;Carne de res, bistec de costilla, crudo;231;19,4;0;17,1;6,84;8,07;0;0;69;270;29,8;0,075;TRUE;[]
6001;6001;4;Beef, rib, raw;Carne de res, costilla, cruda;251;18,7;0;19,6;12,07209;7,50569;0;0;0;355;65;0,16;TRUE;[]
6210;6210;4;Beef, roast beef, roasted/baked;Carne de res, roast beef, asado/horneado;117;21,9;0,3;3,16;0,96;0,62;0;0;18,1;369;70,4;0,1;TRUE;[]
6104;6104;4;Beef, round, cooked;Carne de res, redonda, cocida;102;21;0,2;1,9;0;0,8;0;0;0;0;0;0;TRUE;[]
6102;6102;4;Beef, round, raw;Carne de res, redonda, cruda;148;21,3;0;7,05;3,99;2,72;0;0;68;334;54,3;0,14;TRUE;[]
6207;6207;4;Beef, rump steak, grilled;Carne de res, bistec de nalga, a la parrilla;123;25;0;2,5;0,9;0,74;0;0;35;0;0;0;TRUE;[]
6206;6206;4;Beef, rump steak, raw;Carne de res, bistec de nalga, crudo;114;22,5;0,4;2,5;1,02;0,78;0;0;63;326;50,5;0,13;TRUE;[]
6123;6123;4;Beef, short ribs, braised;Carne de res, costillas cortas, estofadas;269;37,3;0;13,3;5,8;5,58;0;0;66;224;50;0,13;TRUE;[]
6122;6122;4;Beef, short ribs, raw;Carne de res, costillas cortas, crudas;287;18,4;0;23,7;10,17;10,6;0;0;76;232;49;0,12;TRUE;[]
6002;6002;4;Beef, shoulder, raw;Carne de res, hombro, crudo;168;20,4;0;9,64;5,13;4,02;0;0;65;342;67,5;0,17;TRUE;[]
6110;6110;4;Beef, sirloin steak, grilled/pan-fried;Carne de res, filete de solomillo, a la parrilla/frito en sartén;182;27,1;0;8,17;3,67;3,39;0;0;60;336;56;0,14;TRUE;[]
6111;6111;4;Beef, sirloin steak, raw;Carne de res, filete de solomillo, crudo;152;22,3;0,6;6,74;4,138219;2,572892;0;0;67,3;318;32,2;0,082;TRUE;[]
6105;6105;4;Beef, sirloin steak, roasted/baked;Carne de res, filete de solomillo, asado/horneado;194;28,8;0;8,71;3,92;3,62;0;0;0;0;0;0;TRUE;[]
6200;6200;4;Beef, steak or beef steak, grilled;Carne de res, filete o bistec de res, a la parrilla;128;27,6;0;1,95;0,885;0,9;0;0;91,3;371;63,9;0,16;TRUE;[]
6201;6201;4;Beef, steak or beef steak, raw;Carne de res, filete o bistec de res, crudo;223;19,2;0;16,2;7,9;6,75;0;0;67;307;58,7;0,15;TRUE;[]
6230;6230;4;Beef, stewing meat, cooked;Carne de res, carne para guisar, cocida;172;34;0;4,05;1,09;2,77;0;0;75;0;0;0,15;TRUE;[]
6231;6231;4;Beef, stewing meat, raw;Carne de res, carne para guisar, cruda;164;24;0;7,5;2,89;2,7;0;0;0;0;41,8;0,1;TRUE;[]
6116;6116;4;Beef, tenderloin, raw;Carne de res, lomo, crudo;132;21,6;0,22;4,95;2,12;2,06;0,5;0;0;0;61,8;0,15;TRUE;[]
6131;6131;4;Beef, thin flank, grilled/pan-fried;Carne de res, falda delgada, a la parrilla/frito en sartén;174;21,6;0;9,76;3,81;4,36;0;0;0;0;0;0;TRUE;[]
6130;6130;4;Beef, thin flank, raw;Carne de res, falda delgada, cruda;154;19;0;8,63;3,42;3,91;0;0;71;242;59,3;0,15;TRUE;[]
6161;6161;4;Beef, topside, grilled/pan-fried;Res de tapa, a la parrilla/frita en sartén;141;28,7;0;2,92;1,24;0,98;0;0;0;0;0;0;TRUE;[]
6160;6160;4;Beef, topside, raw;Res de tapa, cruda;116;23,1;0,57;2,34;1,01;0,8;0;0;61,5;329;31,1;0,078;TRUE;[]
6162;6162;4;Beef, topside, roasted/baked;Res de tapa, asada/horneada;146;29,8;0;3,03;1,31;1,03;0;0;0;0;0;0;TRUE;[]
30766;30766;4;Beer sausage;Salchicha de cerveza;0;13;0;29,7;3,17;2,145;0;0;0;0;0;0;FALSE;[4,14]
5011;5011;6;"Beer, ""specialty"", from abbey or regional (varying alcohol content)";"Cerveza ""especial"", de abadía o regional (contenido de alcohol variable)";0;0,63;3,2;0;0;0;0;0;0;41,6;3,7;0,0093;FALSE;[4,14]
5030;5030;6;Beer, alcohol-free (<1,2° alcohol);Cerveza sin alcohol (<1,2° de alcohol);25,3;0,31;4,89;0,05;0;0;2,55;0;0;29,3;1,53;0,0038;FALSE;[4,14]
5000;5000;6;Beer, dark;Cerveza oscura;0;0,43;4,1;0;0;0;4,1;0;0;45;11,6;0,029;FALSE;[4,14]
5008;5008;6;Beer, low alcohol-content (3° alcohol);Cerveza de bajo contenido alcohólico (3° de alcohol);0;0,31;4,62;0,05;0;0;0,09;0;0;34,1;1,9;0,0048;FALSE;[4,14]
5001;5001;6;Beer, regular (4-5° alcohol);Cerveza regular (4-5° de alcohol);0;0,39;2,7;0;0;0;0,98;0;0;36,6;1,88;0,0047;FALSE;[4,14]
5010;5010;6;Beer, special (5-6° alcohol);Cerveza especial (5-6° de alcohol);0;0,48;4,55;0,05;0;0;4;0;0;48,8;1,92;0,0048;FALSE;[4,14]
5002;5002;6;Beer, strong (>8° alcohol);Cerveza fuerte (>8° de alcohol);0;0,63;4,6;0;0;0;0;0;0;64,2;6,8;0,017;FALSE;[4,14]
26258;26258;1;Beetroot salad, w sauce, prepacked;Ensalada de remolacha, con salsa, envasada;0;1,29;7,45;4,94;3,69;0,37;5,3;2,66;0;0;280;0,7;FALSE;[10,14]
20003;20003;2;Beetroot, cooked;Remolacha, cocida;42,8;1,44;7,13;0,4;0,2;0,15;6,7;2,5;0;320;90;0,23;FALSE;[]
20091;20091;2;Beetroot, raw;Remolacha, cruda;0;1,74;9,1;0,24;0,123;0,038;6,76;2,55;0;328;60,5;0,15;TRUE;[]
39519;39519;8;Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream);Postre de pera Belle Helene (pera cocida cubierta con salsa de chocolate caliente sobre una cama de helado de vainilla);196;2,74;23,5;9,57;3,89;5,19;21;2,76;13;176;15,7;0,039;FALSE;[8]
26240;26240;4;Big-scale sand smelt (whole small fish), to fry, raw;Pez rey (pescado pequeño entero), para freír, crudo;88,9;17,5;0;2,1;0;0,4;0;0;0;0;108;0,27;TRUE;[]
26159;26159;4;Bigeye scad, raw;Chicharro ojón, crudo;70,9;17,5;0;0,1;0,061662;0,038338;0;0;0;614;61;0,15;TRUE;[]
24660;24660;7;Biscuit ( puff pastry), palmier, from bakery;Galleta (hojaldre), palmera, de panadería;0;5,93;53,1;28,2;10,46;14,4;21,8;5,3;28;83,5;463;1,16;FALSE;[4,8,7]
24000;24000;7;Biscuit (cookie);Galleta (tipo cookie);0;6,9;65;20,6;10,41;6,09;24,7;2,03;65;129;252;0,63;FALSE;[4,8,7]
24037;24037;7;Biscuit (cookie) filled with fruit paste or fruit puree;Galleta (tipo cookie) rellena de pasta de fruta o puré de fruta.;0;4,43;69,2;9,11;5,12;3,6;43,4;3,52;3,8;269;160;0,41;FALSE;[4,8,7]
24008;24008;7;Biscuit (cookie) filled with fruits, reduced fat;Galleta rellena de frutas, reducida en grasa;0;4,69;75,3;7,2;4,07;2,82;0;3;13;152;230;0,58;FALSE;[]
24003;24003;7;Biscuit (cookie) vitamins and chemical elements content guaranteed;Galleta con contenido garantizado de vitaminas y elementos químicos;0;10,8;61,9;19,8;10,07;8,44;22,1;3,5;1,7;256;177;0,44;FALSE;[]
24002;24002;7;Biscuit (cookie) vitamins content guaranteed;Galleta con contenido garantizado de vitaminas;0;9,63;72,6;14,2;7,24;6,07;23,3;0,75;15,5;275;62,3;0,16;FALSE;[]
24004;24004;7;Biscuit (cookie) with fruits, reduced salt;Galleta con frutas, reducida en sal;0;10,8;61,4;15,8;8,2;6,8;20,2;6;0;325;15;0,038;FALSE;[]
24055;24055;7;Biscuit (cookie) with nuts (no chocolate or lightly chocolate-flavoured);Galleta con nueces (sin chocolate o ligeramente saborizada con chocolate);511;5,5;59,8;27,2;8,95;16,7;29,7;3,4;35,4;210;149;0,37;FALSE;[]
24011;24011;7;Biscuit (cookie), assortment of miniature sweets and biscuits;Galleta, surtido de dulces y galletas miniaturas;0;6,44;61,4;26,4;18,89;6,21;39,4;2,9;20,1;200;185;0,46;FALSE;[]
24441;24441;7;Biscuit (cookie), cat tongue type;Galleta, tipo lengua de gato;0;5,66;77,9;10,7;3,4;6,85;40,3;1,86;67;135;229;0,57;FALSE;[]
24038;24038;7;Biscuit (cookie), chocolate covering;Galleta, cubierta de chocolate;0;6,93;61,9;25;9,42;14,9;36,7;2,09;9;193;156;0,4;FALSE;[8]
24016;24016;7;Biscuit (cookie), covering with a chocolate bar;Galleta, cubierta con una barra de chocolate;0;6,62;63,3;24,1;6,93;15,1;36,8;2,65;26,4;218;240;0,61;FALSE;[8]
24001;24001;7;Biscuit (cookie), plain;Galleta, simple;0;6,77;70;15,1;7,62;6,81;23,6;2,81;3;125;334;0,84;FALSE;[]
24690;24690;7;Biscuit (cookie), reduced sugar;Galleta, con azúcar reducido;0;20,8;43,8;18,5;0;8,75;19,3;11,5;0;0;345;0,86;FALSE;[4]
24231;24231;7;Biscuit (cookie), snack w chocolate filling;Galleta, snack con relleno de chocolate;0;6,7;67,9;18;7,52;9,92;29,8;3,77;2,2;190;246;0,62;FALSE;[4,8]
24225;24225;7;Biscuit (cookie), snack with dairy or vanilla filling;Galleta, snack con relleno de lácteos o vainilla;0;5,36;71,2;18,6;7,1;10,7;34,7;1,83;3,1;96,5;222;0,56;FALSE;[4,8]
24240;24240;7;Biscuit (cookie), snack with fruits filling;Galleta, snack con relleno de frutas;0;6,64;73,3;17,4;2,87;9,68;31,6;3,35;0,5;80;216;0,5;FALSE;[4]
24430;24430;7;Biscuit (cookie), sponge fingers or Lady fingers;Galleta, dedos de esponja o dedos de dama;0;7,98;79,9;3,77;2;0,99;47,9;1,37;109;109;161;0,41;FALSE;[4,7]
24615;24615;7;Biscuit (cookie), thin, w almonds;Galleta, fina, con almendras;471;7,8;68;18,1;10,65;5,65;39,2;2,1;43,6;170;82;0,21;FALSE;[4]
24616;24616;7;Biscuit (cookie), thin, w fruits;Galleta, fina, con frutas;384;5,43;74,9;8,28;0;3,69;26,9;7,14;0;0;296;0,7;FALSE;[4]
24684;24684;7;Biscuit (cookie), with chocolate drops;Galleta, con chispas de chocolate;0;6,47;59;25,9;11,92;12,9;31,5;3,38;17,3;270;403;1,01;FALSE;[4,8]
24036;24036;7;Biscuit (cookie), with chocolate, prepacked;Galleta, con chocolate, envasada;0;6,43;61,7;26,9;0;14,2;34,3;2,71;0;221;200;0,5;FALSE;[4,8]
24030;24030;7;Biscuit (cookie), with milk;Galleta, con leche;0;8,25;73,9;11,5;0;5,45;20;2,2;0;0;455;1,14;FALSE;[4,8]
24010;24010;7;Biscuit (cookie), with vegetal fat;Galleta (cookie), con grasa vegetal;0;7,23;74,7;11,8;4,25;6,68;21,7;4;21,4;89,7;289;0,72;FALSE;[]
24052;24052;7;Biscuit (small tart), with chocolate, pre-packed;Galleta (tarta pequeña), con chocolate, envasada;0;6,65;60,2;25,8;9,01;16;29,2;3,24;21;360;178;0,45;FALSE;[8]
24679;24679;7;Biscuit (small tart), with fruit covering;Galleta (tarta pequeña), con cobertura de frutas;0;4,7;71,3;14,2;6,09;7,98;32,7;2,27;0;70;146;0,37;FALSE;[]
24039;24039;7;Biscuit bar filled with fruits, reduced fat;Barra de galleta rellena de frutas, con grasa reducida;0;3,32;75,7;7,12;4,28;2,64;41,9;3;0;0;167;0,42;FALSE;[]
24689;24689;11;Biscuit for baby;Galleta para bebé;439;7,5;73,3;12,3;7,29;4,35;24,8;2,4;23,5;227;145;0,36;FALSE;[4]
24659;24659;7;Biscuit puff pastry;Hojaldre de galleta;0;6,1;60,5;27,6;12,41;14,4;21,6;2,06;11,7;91,2;400;1,01;FALSE;[4]
24049;24049;7;Biscuit shortbread, with butter;Galleta de mantequilla corta;0;6,4;64,8;22,7;6,98;14,7;24,3;1,99;130;88;324;0,82;FALSE;[8]
24050;24050;7;Biscuit shortbread, with butter and chocolate;Galleta de mantequilla corta, con chocolate;0;6,64;61;25,3;7,37;16;28,9;3,19;63,7;270;306;0,77;FALSE;[8]
24053;24053;7;Biscuit shortbread, with chocolate, pre-packed;Galleta de mantequilla corta, con chocolate, envasada;0;6,84;63,7;23,5;0;13,2;28,2;3,01;0;0;261;0,65;FALSE;[8]
24054;24054;7;Biscuit shortbread, with fruits;Galleta de mantequilla corta, con frutas;0;5,93;67,6;19,3;7,37;11;31;2,74;25,5;210;196;0,49;FALSE;[8]
24678;24678;7;Biscuit sponge cake with fruits covering, pre-packed;Bizcocho de galleta con cobertura de frutas, envasado;341;4,44;74,4;2,1;1,21;0,75;51,1;2,8;70,9;110;48;0,12;FALSE;[4]
24051;24051;7;Biscuit sponge cake, with chocolate, pre-packed;Bizcocho de galleta, con chocolate, envasado;0;7,39;60,9;22,8;18,88;3,03;43,1;2,41;0;0;160;0,4;FALSE;[4,8]
7412;7412;7;Biscuit, extruded and grilled, chocolate filling;Galleta, extruida y a la parrilla, rellena de chocolate;0;7,85;64,3;16;11;4,88;30,2;4,65;0;411;134;0,34;FALSE;[4,8]
7413;7413;7;Biscuit, extruded and grilled, fruits filling;Galleta, extruida y a la parrilla, rellena de frutas;0;4,91;74,7;6,44;1;1,72;28,8;3,92;0;160;169;0,43;FALSE;[4]
13432;13432;2;Bitter orange, pulp, raw, sampled in the island of La Martinique;Naranja amarga, pulpa, cruda, muestreada en la isla de La Martinica;0;0,73;0;0,43;0,19;0,092;0;0;0;0;0;0;TRUE;[]
13007;13007;2;Black currant, raw;Grosella negra, cruda;0;1,33;9,68;0,86;0,531;0,14;9,68;5,8;0;330;2,5;0,0063;TRUE;[]
13071;13071;2;Black mulberry, raw;Morera negra, cruda;0;1,44;8,1;0,39;0,251;0,027;8,1;1,7;0;194;10;0,025;TRUE;[]
8705;8705;4;Black or white pudding (blood sausage), sautéed (average);Morcilla negra o blanca, salteada (promedio);246;11,3;4,02;19,4;11,68;7,2;2,6;0;70,1;157;564;1,41;FALSE;[4]
11015;11015;10;Black pepper, powder;Pimienta negra, en polvo;330;13,3;39,5;7,5;4,23;2,9;0,64;25,7;0;1600;14,2;0,036;FALSE;[]
8703;8703;4;Black pudding (blood sausage), refrigerated;Morcilla (salchicha de sangre), refrigerada;313;12,2;4,5;27,1;14,4;9,57;1,12;1,42;82,5;162;574;1,29;FALSE;[4]
8704;8704;4;Black pudding (blood sausage), sautéed/pan-fried;Morcilla (salchicha de sangre), salteada/frita en sartén;246;11,9;3,78;20,3;11,85;7,46;2,86;0;73,8;155;525;1,31;FALSE;[]
26099;26099;4;Black seabream, raw;Dorada negra, cruda;130;20,5;0;5,27;3,15;1,41;0;1;68,8;400;60,6;0,15;TRUE;[]
26222;26222;4;Black seabream, roasted/baked;Dorada negra, asada/horneada;121;22,9;0;3,3;1,56;0,75;0;0;67;0;0;0;FALSE;[]
18154;18154;6;Black tea, brewed, without sugar;Té negro, infusionado, sin azúcar;1,26;0;0,3;0,007;0,005;0,002;0;0;0;37;3;0,0075;FALSE;[]
20106;20106;2;Black truffle, raw;Trufa negra, cruda;0;5,77;0;0,51;0,27;0,11;0,7;8,5;0;447;66;0,17;TRUE;[]
13150;13150;2;Blackberry, frozen, raw;Mora, congelada, cruda;0;1,22;10,7;0,42;0,291;0,015;0;5;0;140;1;0,0025;FALSE;[]
13029;13029;2;Blackberry, raw;Mora, cruda;47,3;1,13;6,53;0,7;0,58;0,07;6,1;5,2;0;200;5;0,013;TRUE;[]
1021;1021;6;Blackcurrant liqueur;Licor de grosella negra;245;0;41;0;0;0;40,9;0;0;128;0;0;FALSE;[14]
26109;26109;4;Blackspot seabream, raw;Besugo de mancha negra, crudo;102;21;0;2;1,233244;0,766756;0;0;0;690;0;0;TRUE;[]
16743;16743;9;Blended fat (vegetable and animal origins), 50-63% fat;Grasa mezclada (origen vegetal y animal), 50-63% de grasa;490;0,4;0,6;54;27,3;25,7;0,6;0;38;51;174;0,44;FALSE;[]
16744;16744;9;Blended fat (vegetable and animal origins), 50-63% fat, lightly salted;Grasa mezclada (de origen vegetal y animal), 50-63% de grasa, ligeramente salada;481;0,4;0,6;53;27,3;25,7;0,6;0;38;0;600;1,5;FALSE;[]
16745;16745;9;Blended fat (vegetable and animal origins), spreadable, 30-40% fat;Grasa mezclada (de origen vegetal y animal), untable, 30-40% de grasa;397;1,69;5,6;40,9;20;20,6;2,3;0;15,1;120;217;0,54;FALSE;[]
16746;16746;9;Blended fat (vegetable and animal origins), spreadable, 30-40% fat, lightly salted;Grasa mezclada (de origen vegetal y animal), untable, 30-40% de grasa, ligeramente salada;370;1,5;5,6;38;18,88;17,5;2,5;0;13,7;0;700;1,75;FALSE;[]
23805;23805;3;Blinis;Blinis;0;5,98;33,7;11,2;4,36;3,19;3,14;2,35;24,7;137;521;1,32;FALSE;[4,7,8]
2377;2377;6;Blood orange juice, pure juice;Jugo de naranja sanguina, jugo puro;0;0,63;10,2;0,1;0;0,043;9,75;0,68;0;0;4;0,01;FALSE;[]
40600;40600;4;Blood, beef, raw;Sangre de res, cruda;82,1;19,5;0,8;0,12;0,05;0,04;0,8;0;190;107;240;0,6;TRUE;[]
12520;12520;5;Blue cheese, from cow's milk;Queso azul, de leche de vaca;333;19,9;0;28,3;9,58;17,7;0,25;0;97,8;130;850;2,89;FALSE;[8]
26214;26214;4;Blue grenadier, raw;Granadero azul, crudo;75,5;15,6;0;1,46;0;0,26;0;0;0;306;54,4;0,14;TRUE;[]
26194;26194;4;Blue ling, raw;Maruca azul, cruda;79,6;18,9;0;0,44;0,27;0,095;0;0;51,9;302;92,8;0,23;TRUE;[]
26241;26241;4;Blue shark, fillet, without skin, raw;Tiburón azul, filete, sin piel, crudo;73,5;15;0;1,5;0;0,3;0;0;0;0;83;0,21;TRUE;[]
13132;13132;2;Blueberry, frozen, raw;Arándano, congelado, crudo;0;0,68;8,9;0,43;0,225;0,032;8,9;2,81;0;55,5;1;0,0026;FALSE;[]
13028;13028;2;Blueberry, raw;Arándano, crudo;57,7;0,87;10,6;0,33;0,197;0,028;9,96;2,4;0;77;1;0,0025;TRUE;[]
26100;26100;4;Bogue, raw;Boga, cruda;90;17,9;0;2,03;1,260649;0,783795;0;0;38;309;110;0,28;TRUE;[]
25013;25013;1;Boiled meat with vegetables, prepacked;Carne hervida con verduras, envasada;77,5;10,9;3,2;2,02;1,02;0,82;1,5;1,5;28,8;189;130;0,32;FALSE;[4,2]
25085;25085;1;Bolognese-style pasta (spaghetti, tagliatelle…);Pasta al estilo boloñesa (espaguetis, tagliatelle...);116;5,32;13,6;4,07;2,11;1,42;2,64;1,9;11;176;329;0,83;FALSE;[4]
26101;26101;4;Bonito, raw;Bonito, crudo;161;22,3;0;8,01;5,09;2,11;0;0;0;35;540;1,35;TRUE;[]
18012;18012;6;Bottled water, flavoured, w sugar;Agua embotellada, saborizada, con azúcar;0;0,086;3,48;0,086;0;0;3,48;0,044;0;0,33;4,74;0,012;FALSE;[]
18028;18028;6;Bottled water, flavoured, without sugar and artificial sweeteners;Agua embotellada, saborizada, sin azúcar y sin edulcorantes artificiales;0;0,06;0,14;0;0;0;0;0;0;3;7,17;0,019;FALSE;[]
18030;18030;6;Bottled water, flavoured, without sugar and with artificial sweeteners;Agua embotellada, saborizada, sin azúcar y con edulcorantes artificiales;0;0,086;0,28;0,086;0;0;0;0,067;0;0;4,67;0,012;FALSE;[]
12064;12064;5;Boulette d'Avesnes cheese;Queso Boulette d'Avesnes;355;20,9;0;30;7,79;19,8;0;0;83,1;150;797;1,99;FALSE;[8]
40007;40007;4;Brain, calf, cooked;Cerebro de ternera, cocido;133;11,5;0;9,63;3,23;2,18;0;0;3100;214;156;0,39;FALSE;[]
40006;40006;4;Brain, calf, raw;Cerebro de ternera, crudo;117;10,3;0,5;8,21;2,59;1,91;0;0;1590;315;127;0,32;TRUE;[]
40003;40003;4;Brain, lamb, cooked;Cerebro de cordero, cocido;145;12,6;0,8;10,2;2,88;2,6;0;0;2040;205;134;0,34;FALSE;[]
40002;40002;4;Brain, lamb, raw;Cerebro de cordero, crudo;122;10,4;0,8;8,58;2,43;2,19;0;0;1350;296;112;0,28;TRUE;[]
40004;40004;4;Brain, pork, braised;Cerebro de cerdo, estofado;174;12,4;0,05;13,8;4,6;3,14;0;0;2430;230;131;0,33;FALSE;[]
40005;40005;4;Brain, pork, raw;Cerebro de cerdo, crudo;124;10,3;0;9,21;3,09;2,08;0;0;2200;258;120;0,3;TRUE;[]
28905;28905;4;Braised ham on the bone;Jamón al hueso, estofado;238;21,6;0,3;16,8;9,69;5,98;0;0;62;286;1190;2,97;FALSE;[14]
9647;9647;10;Bran (average);Salvado (promedio);344;15,7;46;6,09;4,79;1,1;2,27;21,3;0;692;7,74;0,019;FALSE;[4]
7115;7115;3;Bran grain bread;Pan de grano de salvado;249;8,03;44,4;2,6;0,98;0,2;2,04;6,21;0;253;410;1,65;FALSE;[4]
15008;15008;2;Brazil nut;Nuez de Brasil;0;14,8;6,17;66,1;47,3;16;2,33;6,4;0;591;3;0,0075;FALSE;[]
7000;7000;3;Bread (average);Pan (promedio);276;8,21;54,4;1,61;1,08;0,37;2,74;3,84;;165;512;1,28;FALSE;[4]
7002;7002;3;Bread, French bread (baguette or ball), with yeast;Pan, pan francés (baguette o bola), con levadura;261;7,41;53,1;1,3;0,65;0,2;2,4;2,1;0;124;0;0;FALSE;[4]
7255;7255;3;Bread, French bread, (baguette or ball), multigrain, from bakery;Pan, pan francés, (baguette o bola), multigrano, de panadería;269;9,58;46,9;3,2;2,55;0,45;2,2;5,2;0,5;230;450;1,13;FALSE;[4]
7001;7001;3;Bread, French bread, baguette;Pan, pan francés, baguette;287;8,27;58,3;1,4;0,85;0,45;2,3;2,7;0,075;180;518;1,3;FALSE;[4]
7007;7007;3;Bread, French bread, baguette, unsalted;Pan, pan francés, baguette, sin sal;279;8,15;56,6;1;0,68;0,27;2,1;3,8;0;150;530;1,33;FALSE;[4]
7012;7012;3;Bread, French bread, ball, 400g;Pan, pan francés, bola, 400g;266;7,9;52;2;0,92;0,42;0;2,6;0;128;499;1,33;FALSE;[4]
7160;7160;3;Bread, French bread, without salt;Pan, pan francés, sin sal;279;8,3;56,5;1,3;0;0,3;8,6;2,68;0;129;0;0,013;FALSE;[4]
7130;7130;3;Bread, gluten free;Pan, sin gluten;261;2,62;51,8;3,3;1,8;1,24;4,9;6,5;4,53;75;624;1,56;FALSE;[]
7260;7260;3;Bread, home-made, with flour for home-made bread preparation;Pan, casero, con harina para preparación de pan casero;256;7,81;52,1;0,9;0,433;0,17;0;2,6;0,7;130;578;1,45;FALSE;[4]
7110;7110;3;Bread, wholemeal or integral bread (made with flour type 150);Pan, integral o pan integral (hecho con harina tipo 150);244;8,38;44,3;1,8;1,16;0,52;2,2;6,9;0;240;448;1,12;FALSE;[4]
7500;7500;3;Breadcrumbs;Pan rallado;374;11,6;70;3,77;1,59;0,94;6,9;4,5;0;270;728;1,82;FALSE;[4]
20813;20813;2;Breadfruit, pulp, steamed, sampled in the island of La Martinique;Fruta de pan, pulpa, al vapor, probada en la isla de La Martinica;0;1,29;0;0,11;0,19;0,092;0;0;0;0;0;0;FALSE;[]
54500;54500;2;Breadfruit, raw;Fruta de pan, cruda;105;1,07;22,2;0,23;0,1;0,048;11;4,9;0;490;2;0,005;TRUE;[]
24034;24034;7;Breakfast biscuit (cookie);Galleta de desayuno;0;7,81;65,8;16,3;12,69;2,83;21;5,5;2,91;190;477;1,19;FALSE;[4]
24041;24041;7;Breakfast biscuit (cookie) with cereals, fortified with vitamins and chemical elements;Galleta de desayuno con cereales, fortificada con vitaminas y elementos químicos;445;7,44;67,7;15,7;10,8;4,12;23,4;5,3;2,96;270;348;0,87;FALSE;[4]
